업체명,카테고리명,필지고유번호,시도명,시군구명,읍면동명,리명,번지,법정동코드,행정동코드,도로명코드,도로명,도로명상세,경도,위도,폐업여부,전화번호,홈페이지주소,주차가능여부,화장실유무,화장실타입,수유실유무,물품보관함유무,유아거치대유무,휠체어이동가능여부,점자유도로유무,등록일자
엠유모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,410-7,2632010500,2632051000,2.63E+11,가람로,54,128.9993476,35.20641044,N,051-337-3025,http://naver.me/GlVcDpT3,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
테크노모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,410-1,2632010500,2632051000,2.63E+11,가람로,56,128.9994946,35.20657704,N,051-332-8072,http://naver.me/x0aT1ie6,N,Y,"공용,내부",N,N,N,N,N,2021-10-14
청포장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1054-10,2632010500,2632052000,2.63E+11,가람로,06월 01일,128.9956474,35.2033517,N,051-335-6363,http://naver.me/xH23QdmS,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
뉴몽블랑모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-322,2632010500,2632052000,2.63E+11,가람로,40,128.9982738,35.20553178,N,051-336-0551,http://naver.me/xlWU36sj,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
녹천장,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,413-29,2632010500,2632052000,2.63E+11,가람로52번길,4,128.9992365,35.20612312,N,051-334-8377,http://naver.me/Gz5zVid6,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
샤롯데모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1054-5,2632010500,2632052000,2.63E+11,가람로8번길,8,128.9957767,35.20328843,N,051-335-4473,http://naver.me/Fca2Ul7Z,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
향원장모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-351,2632010500,2632052000,2.63E+11,구포만세길,91,128.9971962,35.20605064,N,051-341-3130,http://naver.me/FFvFwryK,N,Y,"공용,내부",N,N,N,N,N,2021-10-14
중앙,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1067-6,2632010500,2632052000,2.63E+11,구포만세길,5,128.9942393,35.2031573,Y,,,,,,,,,,,2021-11-05
보라장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-431,2632010500,2632052000,2.63E+11,구포만세길,68,128.9966379,35.20509832,N,051-336-8700,http://naver.me/FCbc9B1m,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
아몬드호텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-259,2632010500,2632052000,2.63E+11,구포만세길,53,128.9957229,35.2049175,N,051-365-1834,https://amondhotel.modoo.at/,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-15
산해,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-254,2632010500,2632052000,2.63E+11,구포만세길,36-19,128.9956609,35.2043699,Y,,,,,,,,,,,2021-11-05
보림,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1069-2,2632010500,2632052000,2.63E+11,구포만세길,6,128.994277,35.20299887,Y,,,,,,,,,,,2021-11-05
울산장,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-255,2632010500,2632052000,2.63E+11,구포만세길,36-23,128.9956883,35.20441347,N,051-333-1122,http://naver.me/xnKtDEy6,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
명성장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-375,2632010500,2632052000,2.63E+11,구포만세길,33,128.9950781,35.20399518,N,051-332-6846,http://naver.me/GxOa1eDm,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
애플모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,497,2632010500,2632051000,2.63E+11,구포만세길,185,129.0009864,35.20883043,N,051-338-9090,http://naver.me/xRQxClGC,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
썸모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,486,2632010500,2632051000,2.63E+11,구포만세길,177,129.0007426,35.20857009,N,051-343-0992,http://naver.me/IFjoB00V,N,Y,"공용,내부",N,N,N,N,N,2021-10-14
이데아호텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,297-8,2632010500,2632051000,2.63E+11,구포만세길,143,128.9994216,35.20749588,N,051-337-7452,https://ideagupo.modoo.at/,Y,Y,"공용,내부",N,N,N,N,N,2021-10-15
스미스호텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,500,2632010500,2632051000,2.63E+11,구포만세길,191,129.0010643,35.20900888,N,051-343-9877,http://naver.me/F0KypKDg,Y,Y,"공용,내부",N,Y,N,Y,N,2021-11-02
한일여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,589-23,2632010500,2632051000,2.63E+11,구포시장길,20,129.0031491,35.20847856,N,051-332-6628,http://naver.me/xv0iUhzv,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
한일여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,589-23,2632010500,2632051000,2.63E+11,구포시장길,20,129.0031647,35.20848694,N,051-332-6628,http://naver.me/xv0iUhzv,N,Y,"공용,내부",N,Y,N,N,N,2021-11-05
서울,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1068-11,2632010500,2632052000,2.63E+11,낙동대로,1660-1,128.9944307,35.20338034,N,051-332-4640,http://naver.me/501xOe53,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
국보장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,145-1,2632010500,2632051000,2.63E+11,낙동대로,1780,129.0041076,35.20955661,N,051-332-6685,http://naver.me/xL17w1YR,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
백한여인숙,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-408,2632010500,2632052000,2.63E+11,낙동대로,1708,128.9973898,35.20681534,Y,051-336-2420,,,,,,,,,,2021-11-05
화목장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,586-8,2632010500,2632051000,2.63E+11,낙동대로,1768-16,129.0029988,35.20899976,N,051-337-6116,http://naver.me/5Q4z1uug,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
A모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1067-19,2632010500,2632052000,2.63E+11,낙동대로,1664,128.9946933,35.20371899,N,051-321-1220,http://naver.me/FNmZDhNS,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
바르도호텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,365-2,2632010500,2632051000,2.63E+11,낙동대로,1746-8,128.9999617,35.20900686,N,,http://naver.me/GkKRBXiy,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-15
국보장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,161-8,2632010500,2632051000,2.63E+11,낙동대로,1780,129.0041075,35.20955649,N,051-332-6685,http://naver.me/xL17w1YR,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
삼오장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,371-6,2632010500,2632051000,2.63E+11,낙동대로,1746-10,129.0002222,35.20889977,N,051-336-3279,http://naver.me/G3JYxsoZ,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
V7모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1067-12,2632010500,2632052000,2.63E+11,낙동대로,1666,128.994749,35.20378277,N,051-335-9991,http://naver.me/xL1gvC1I,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
엘리스모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1067-11,2632010500,2632052000,2.63E+11,낙동대로,1666-1,128.9948348,35.20385528,N,051-336-6673,http://naver.me/GEASq6Ri,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
글로리모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,373,2632010500,2632051000,2.63E+11,낙동대로,1746,129.0003853,35.20916913,N,051-334-5665,https://hotelglory.modoo.at,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
베니스모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,373-1,2632010500,2632051000,2.63E+11,낙동대로,1746-7,129.0004044,35.20903374,N,051-332-9700,http://naver.me/FLBkJb1r,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
세븐모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,213-3,2632010500,2632051000,2.63E+11,낙동대로,1749,129.0005585,35.20960174,N,051-337-7426,http://naver.me/51Yzm1D6,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
유선게스트하우스,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1120-6,2632010500,2632052000,2.63E+11,낙동대로1582번길,5,128.9894959,35.19779347,N,,http://busan-inn.com/,N,Y,"공용,내부",N,N,N,N,N,2021-11-05
창성장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-269,2632010500,2632052000,2.63E+11,낙동대로1694번가길,3,128.996627,35.20563293,N,,http://naver.me/FHYirnWZ,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
부산여인숙,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-343,2632010500,2632052000,2.63E+11,낙동대로1694번가길,5,128.996564,35.20555996,Y,,,,,,,,,,,2021-11-05
밀양,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-279,2632010500,2632052000,2.63E+11,낙동대로1694번가길,06월 01일,128.996368,35.20577967,Y,,,,,,,,,,,2021-11-05
서전별장,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,255-3,2632010500,2632051000,2.63E+11,낙동대로1694번나길,44,128.9986443,35.20720508,N,051-332-9754,http://naver.me/xDse5V3L,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
동원장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-78,2632010500,2632051000,2.63E+11,낙동대로1694번나길,38,128.9984378,35.20707033,N,051-338-7804,http://naver.me/5pN1Jx2m,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
용궁장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,253-6,2632010500,2632051000,2.63E+11,낙동대로1694번나길,35,128.9982807,35.20718948,N,051-337-8382,http://naver.me/xE1FD9kK,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
초록장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,253-1,2632010500,2632051000,2.63E+11,낙동대로1694번나길,41,128.9984417,35.20728847,N,051-337-6014,http://naver.me/GBfnGlYv,Y,Y,"공용,내부",N,N,N,N,N,2021-11-03
대업장,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,253-10,2632010500,2632051000,2.63E+11,낙동대로1694번나길,33,128.9981747,35.2072045,N,051-335-6688,http://naver.me/FBwiPJ4n,N,Y,"공용,내부",N,N,N,N,N,2021-11-03
모텔캣츠,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-352,2632010500,2632052000,2.63E+11,낙동대로1694번나길,21,128.9975868,35.20680983,N,051-342-9200,http://naver.me/xlW4Ply9,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
역전여인숙,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1060-55,2632010500,2632052000,2.63E+11,낙동대로1704번길,10,128.997406,35.20642248,N,,http://naver.me/5rsy5mej,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
프린스모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,257,2632010500,2632051000,2.63E+11,낙동대로1722번길,9,128.9987717,35.20762221,N,051-335-2588,http://naver.me/59jJpKIn,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
모란장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,256-2,2632010500,2632051000,2.63E+11,낙동대로1722번길,15,128.9988842,35.20740101,N,051-337-3307,http://naver.me/5L3WpTXH,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
M모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,256-3,2632010500,2632051000,2.63E+11,낙동대로1722번길,17,128.998965,35.20729714,N,051-337-3308,http://naver.me/GDcJFZ8D,N,Y,"공용,내부",N,N,N,N,N,2021-10-13
뉴캐럿모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,211-7,2632010500,2632051000,2.63E+11,낙동대로1739번길,10,129.0006952,35.20980823,N,051-337-9898,http://naver.me/GpJnP6tG,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-14
와우모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,211-4,2632010500,2632051000,2.63E+11,낙동대로1739번길,12,129.0008525,35.20981187,N,051-333-5003,http://naver.me/GdJXYU8H,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-13
I모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,489-1,2632010500,2632051000,2.63E+11,낙동대로1750번길,16,129.0007573,35.20874951,N,051-331-6363,http://naver.me/5ncuDGRk,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-14
브띠크모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,205-2,2632010500,2632051000,2.63E+11,낙동대로1750번길,5,129.0008787,35.20911036,N,051-714-5882,http://naver.me/FslKrQn4,N,Y,"공용,내부",N,N,N,Y,N,2021-10-15
청우장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,491,2632010500,2632051000,2.63E+11,낙동대로1750번길,10,129.0007317,35.20889291,N,051-331-8870,http://naver.me/Gz5zU7P6,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
그린모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,526-1,2632010500,2632051000,2.63E+11,낙동대로1762번길,13,129.0016862,35.20878569,N,051-341-5999,http://naver.me/F36YBpZY,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
V모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,530,2632010500,2632051000,2.63E+11,낙동대로1762번길,21,129.0014935,35.20848622,N,051-335-6266,http://naver.me/FGodgrOc,Y,Y,"공용,내부",N,N,N,Y,N,2021-09-17
쇼모텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,528-1,2632010500,2632051000,2.63E+11,낙동대로1762번길,17,129.0015774,35.2086426,N,051-361-8383,http://naver.me/G0f009RH,Y,Y,"공용,내부",N,N,N,N,N,2021-11-03
브라운도트호텔,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,481,2632010500,2632051000,2.63E+11,낙동대로1762번길,27,129.001219,35.20833283,N,051-334-3050,http://naver.me/GyeGg3NC,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-15
동영여인숙,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,431-14,2632010500,2632051000,2.63E+11,낙동대로1762번다길,9,129.001318,35.20721983,N,051-332-6442,http://naver.me/F9Q2OCa0,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
경수장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,145-2,2632010500,2632051000,2.63E+11,낙동대로1780번길,14,129.0045949,35.20928539,N,051-332-7479,http://naver.me/5SW5IAwz,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
은선장,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1050-6,2632010500,2632052000,2.63E+11,낙동북로,651-5,128.9964486,35.20268949,Y,,,,,,,,,,,2021-11-05
영빈장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1049-11,2632010500,2632052000,2.63E+11,낙동북로,650,128.995949,35.20231771,N,051-342-0627,http://naver.me/GTg5CLBu,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
태흥장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1050-1,2632010500,2632052000,2.63E+11,낙동북로647번길,10,128.9963779,35.20289394,N,051-333-4958,http://naver.me/F4NhoRww,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
은성장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,1050-8,2632010500,2632052000,2.63E+11,낙동북로647번길,6,128.9963039,35.20279343,N,,http://naver.me/GBftV9L6,N,Y,"공용,내부",N,N,N,N,N,2021-11-05
상록장여관,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,614-24,2632010500,2632051000,2.63E+11,시장갓길,46,129.0027771,35.20724257,N,051-336-2997,http://naver.me/GmFy3Puv,N,Y,"공용,내부",N,N,N,N,N,2021-11-01
로얄,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,586-9,2632010500,2632051000,2.63E+11,약초골목길,14,129.0030616,35.2088723,Y,,,,,,,,,,,2021-11-04
아림장,숙박/휴양,2.63E+18,부산광역시,북구,구포동,,589-34,2632010500,2632051000,2.63E+11,약초골목길,23,129.0030321,35.2083052,N,,http://naver.me/xpPb2Wh8,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
미오하우스,숙박/휴양,2.63E+18,부산광역시,북구,금곡동,,1915,2632010100,2632053000,2.63E+11,효열로,1,129.0139454,35.24927116,Y,,,,,,,,,,,2021-10-28
부산광역시인재개발원,숙박/휴양,2.63E+18,부산광역시,북구,금곡동,,1910,2632010100,2632053000,2.63E+11,효열로,256,129.0231606,35.2670397,N,051-366-7511,http://hrd.busan.go.kr/,Y,Y,"구분,내부",N,Y,N,Y,Y,2021-10-28
금곡청소년수련원,숙박/휴양,2.63E+18,부산광역시,북구,금곡동,,100-1,2632010100,2632053000,2.63E+11,효열로,158,129.0166789,35.25948514,N,051-361-6685,http://www.kum-gok.or.kr/,N,Y,"구분,내부",N,N,N,N,N,2021-10-28
화명오토캠핑장,문화관광/명소,2.63E+18,부산광역시,북구,덕천동,,763,2632010400,2632056000,2.63E+11,강변대로,1629,129.0006771,35.22236866,N,,http://naver.me/xIhgY9gB,Y,Y,"구분,외부",N,N,N,N,N,2021-11-05
1박2일모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,353-1,2632010400,2632056000,2.63E+11,금곡대로7번길,19,129.0040236,35.21037217,N,051-337-0776,http://naver.me/Fwnxwbgu,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
스카이모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,353-2,2632010400,2632056000,2.63E+11,금곡대로7번길,17,129.004183,35.21034206,N,051-365-0806,http://naver.me/FlJBbBAd,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
송림장여관,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,353-16,2632010400,2632056000,2.63E+11,금곡대로7번길,11,129.004456,35.21039303,Y,051-336-5111,,,,,,,,,,2021-10-28
에이유호텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,351-5,2632010400,2632056000,2.63E+11,금곡대로7번길,38,129.0031021,35.21040931,N,051-337-3535,https://auhotel.modoo.at/,N,Y,"공용,내부",N,N,N,N,N,2021-10-15
리베라모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,351-8,2632010400,2632056000,2.63E+11,금곡대로7번길,28,129.0035535,35.21043553,N,051-336-6660,http://naver.me/57wqpPzT,Y,Y,"공용,내부",N,N,N,N,N,2021-10-14
매직모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,396-7,2632010400,2632056000,2.63E+11,금곡대로8번길,5,129.0053979,35.21095051,N,051-335-1715,http://naver.me/GBfhIoGx,Y,Y,"공용,내부",N,N,N,Y,N,2021-10-14
덕천모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,381-1,2632010400,2632056000,2.63E+11,금곡대로8번길,80,129.0093667,35.21172191,N,051-335-1960,http://naver.me/GXEQhZb3,N,Y,"공용,내부",N,N,N,N,N,2021-10-14
만수장모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,398-11,2632010400,2632056000,2.63E+11,금곡대로8번길,38,129.0072182,35.21114622,N,051-333-3092,http://naver.me/FT0rcNlW,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
덕천코코호텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,355-3,2632010400,2632056000,2.63E+11,금곡대로8번길,83,129.0095596,35.21197204,N,051-343-4121,http://naver.me/FDQkMdcT,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
일번가모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,398-9,2632010400,2632056000,2.63E+11,금곡대로8번길,36,129.0070297,35.21113288,Y,051-331-2423,,,,,,,,,,2021-10-13
온누리원룸텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,399-15,2632010400,2632056000,2.63E+11,금곡대로8번길,24,129.0064505,35.21090387,N,051-301-6466,http://naver.me/FfMf9hOE,N,Y,"공용,내부",N,N,N,N,N,2021-10-29
그림모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,396-5,2632010400,2632056000,2.63E+11,금곡대로8번길,19,129.0061453,35.21114173,N,051-332-1118,http://naver.me/G7KLcGQ9,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
힐링모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,396-10,2632010400,2632056000,2.63E+11,금곡대로8번길,15,129.005949,35.21107664,N,051-331-1123,http://naver.me/xnKqAZ3a,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
동원장,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,399-3,2632010400,2632056000,2.63E+11,금곡대로8번길,10,129.0057516,35.21076858,Y,,,,,,,,,,,2021-10-29
브라운도트호텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,399-17,2632010400,2632056000,2.63E+11,금곡대로8번길,20,129.0062893,35.21086504,N,051-341-3991,https://browndothoteldc.modoo.at/,Y,Y,"공용,내부",N,N,N,Y,Y,2021-10-15
투헤븐호텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,352-6,2632010400,2632056000,2.63E+11,낙동대로,1779-8,129.0036485,35.21011239,N,051-334-3757,http://naver.me/FZJXq4VE,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
덕천여인숙,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,353-12,2632010400,2632056000,2.63E+11,낙동대로1781번길,8,129.0040292,35.21022919,Y,,,,,,,,,,,2021-10-28
티파니모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,352-4,2632010400,2632056000,2.63E+11,낙동대로1781번길,9,129.0038068,35.21028587,N,051-333-3521,http://naver.me/5y4mkN93,N,Y,"공용,내부",N,N,N,N,N,2021-10-14
에스모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,384-29,2632010400,2632056000,2.63E+11,덕천1길,81,129.0098835,35.21072234,N,051-336-8080,http://naver.me/xB482aPO,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
모텔썸,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,401-9,2632010400,2632056000,2.63E+11,덕천1길,35,129.0074796,35.21014597,N,051-331-8912,http://naver.me/5B1vRQMJ,N,Y,"공용,내부",N,N,N,N,N,2021-10-13
만수장,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,398-12,2632010400,2632056000,2.63E+11,만덕대로,01월 21일,129.0072576,35.2110058,Y,,,,,,,,,,,2021-10-29
호림장여관,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,384-5,2632010400,2632056000,2.63E+11,만덕대로,Feb-46,129.0101301,35.21096423,N,051-332-0495,http://naver.me/FDQv9DDS,N,Y,"공용,내부",N,N,N,N,N,2021-10-28
편한게스트하우스,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,387-6,2632010400,2632055000,2.63E+11,만덕대로,84,129.0140922,35.21202038,Y,,,,,,,,,,,2021-10-29
25시모텔,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,385-22,2632010400,2632055000,2.63E+11,만덕대로66번길,8,129.0120034,35.21134821,N,051-925-7725,http://naver.me/G4rukq4c,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
북구평생학습관,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,410-4,2632010400,2632055000,2.63E+11,의성로115번길,71,129.0148288,35.21132694,N,051-309-6171,http://naver.me/xQOiKokE,N,Y,"구분,내부",N,N,N,N,N,2021-10-29
육회산장,숙박/휴양,2.63E+18,부산광역시,북구,덕천동,,417-20,2632010400,2632056000,2.63E+11,의성로122번길,4,129.0108772,35.20979526,N,,http://naver.me/5VeXS7ID,N,N,,N,N,N,N,N,2021-11-02
계곡산장,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,546,2632010300,2632057100,2.63E+11,구만덕로59번길,46,129.0419164,35.21676753,N,051-333-9292,http://naver.me/IFjTmZQ8,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
파라디아모텔,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,Sep-51,2632010300,2632057100,2.63E+11,구만덕로80번길,4,129.0452136,35.21419379,N,051-332-3838,http://naver.me/5KZVo17y,Y,Y,"구분,내부",N,N,N,N,N,2021-10-21
이지굿,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,955,2632010300,2632057200,2.63E+11,덕천로276번길,60,129.0327172,35.20753636,Y,051-336-9886,,,,,,,,,,2021-10-05
대림장,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,846-4,2632010300,2632057200,2.63E+11,덕천로304번길,13,129.0370921,35.20888279,Y,,,,,,,,,,,2021-10-01
백양장여관,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,847-5,2632010300,2632057200,2.63E+11,덕천로312번길,10,129.037802,35.20889208,N,051-34-9301,http://naver.me/xqf6ITYf,N,Y,"공용,내부",N,N,N,N,N,2021-10-28
투헤븐 모텔,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,78,2632010300,2632057200,,만덕고개길,74,129.047412,35.21107448,N,051-333-8181,http://naver.me/F36OjRHm,Y,Y,"구분,내부",N,N,N,N,N,2021-10-21
브라운도트 호텔 만덕점,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,73-17,2632010300,2632057100,2.63E+11,만덕고개길,70,129.0467262,35.21168623,N,051-715-9946,http://naver.me/xVlWeMtF,Y,Y,"공용,내부",N,N,N,N,N,2021-10-13
메아리산장,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,산70-1,2632010300,2632057100,2.63E+11,만덕고개길,23,129.0466352,35.21556581,N,051-342-2122,https://www.instagram.com/mearisanjang/,Y,Y,"구분,내부",N,N,N,N,N,2021-11-01
겨울연가모텔,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,73-34,2632010300,2632057200,2.63E+11,만덕고개길,Mar-72,129.0473827,35.21070402,N,051-333-1865,http://naver.me/I5FrukAz,Y,Y,"공용,내부",N,N,N,N,N,2021-11-02
MVG모텔,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,74-16,2632010300,2632057200,2.63E+11,만덕고개길,Feb-72,129.0468945,35.21087372,N,051-342-0365,http://naver.me/FPseu2wp,Y,Y,"구분,내부",N,N,N,N,N,2021-09-24
유진모텔,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,73-18,2632010300,2632057100,2.63E+11,만덕고개길,67,129.0476253,35.21166248,N,051-334-9947,http://naver.me/5h3a1H6f,Y,Y,"구분,내부",N,N,N,N,N,2021-09-24
나인투나인모텔,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,Apr-73,2632010300,2632057100,2.63E+11,만덕고개길,86,129.0486846,35.21187947,N,051-333-0725,http://naver.me/FBwNLqUO,Y,Y,"구분,내부",N,N,N,N,N,2021-09-24
투헤븐모텔,숙박/휴양,2.63E+18,부산광역시,북구,만덕동,,73-16,2632010300,2632057200,2.63E+11,만덕고개길,74,129.0474069,35.21106642,N,051-333-8181,http://naver.me/F36OjRHm,Y,Y,"구분,내부",N,N,N,N,N,2021-09-24
